### This data is primarily pulled from https://www.eia.gov/analysis/studies/powerplants/capitalcost/pdf/capital_cost_AEO2020.pdf ,,,,,,
"### There were often multiple options for representative plants by fuel (eg advanced nuclear vs small modular reactor) so one was chosen arbitrarily. All values are currently for the US, but nation specific values will be added soon",,,,,,
"### Fuel prices for Biomass and Nuclear are necessary, but did not find them yet",,,,,,
country,primary_fuel,capital_cost_per_kw,fixed_om_per_kw_year,variable_om_per_mwh,discount_rate,fuel_price_per_btu
SVN,Nuclear,6041,121.64,2.37,0.06,0
SVN,Biomass,4097,125.72,4.83,0.06,0
SWE,Coal,3676,40.58,4.5,0.06,3.21E-06
SWE,Gas,958,12.2,1.87,0.06,1.94E-06
SWE,Oil,1810,35.16,5.69,0.06,1.24E-05
SWE,Solar,1313,15.25,0,0.06,0
SWE,Wind,1265,26.34,0,0.06,0
SWE,Waste,1563,20.1,6.2,0.06,0
SWE,Hydro,5316,29.86,0,0.06,0
SWE,Geothermal,2521,128.544,1.16,0.06,0
SWE,CSP,7221,85.4,0,0.06,0
SWE,Nuclear,6041,121.64,2.37,0.06,0
SWE,Biomass,4097,125.72,4.83,0.06,0
SWZ,Coal,3676,40.58,4.5,0.06,3.21E-06
SWZ,Gas,958,12.2,1.87,0.06,1.94E-06
SWZ,Oil,1810,35.16,5.69,0.06,1.24E-05
SWZ,Solar,1313,15.25,0,0.06,0
SWZ,Wind,1265,26.34,0,0.06,0
SWZ,Waste,1563,20.1,6.2,0.06,0
SWZ,Hydro,5316,29.86,0,0.06,0
SWZ,Geothermal,2521,128.544,1.16,0.06,0
SWZ,CSP,7221,85.4,0,0.06,0
SWZ,Nuclear,6041,121.64,2.37,0.06,0
SWZ,Biomass,4097,125.72,4.83,0.06,0
SYR,Coal,3676,40.58,4.5,0.06,3.21E-06
SYR,Gas,958,12.2,1.87,0.06,1.94E-06
SYR,Oil,1810,35.16,5.69,0.06,1.24E-05
SYR,Solar,1313,15.25,0,0.06,0
SYR,Wind,1265,26.34,0,0.06,0
SYR,Waste,1563,20.1,6.2,0.06,0
SYR,Hydro,5316,29.86,0,0.06,0
SYR,Geothermal,2521,128.544,1.16,0.06,0
SYR,CSP,7221,85.4,0,0.06,0
SYR,Nuclear,6041,121.64,2.37,0.06,0
SYR,Biomass,4097,125.72,4.83,0.06,0
TGO,Coal,3676,40.58,4.5,0.06,3.21E-06
TGO,Gas,958,12.2,1.87,0.06,1.94E-06
TGO,Oil,1810,35.16,5.69,0.06,1.24E-05
TGO,Solar,1313,15.25,0,0.06,0
TGO,Wind,1265,26.34,0,0.06,0
TGO,Waste,1563,20.1,6.2,0.06,0
TGO,Hydro,5316,29.86,0,0.06,0
TGO,Geothermal,2521,128.544,1.16,0.06,0
TGO,CSP,7221,85.4,0,0.06,0
TGO,Nuclear,6041,121.64,2.37,0.06,0
TGO,Biomass,4097,125.72,4.83,0.06,0
THA,Coal,3676,40.58,4.5,0.06,3.21E-06
THA,Gas,958,12.2,1.87,0.06,1.94E-06
THA,Oil,1810,35.16,5.69,0.06,1.24E-05
THA,Solar,1313,15.25,0,0.06,0
THA,Wind,1265,26.34,0,0.06,0
THA,Waste,1563,20.1,6.2,0.06,0
THA,Hydro,5316,29.86,0,0.06,0
THA,Geothermal,2521,128.544,1.16,0.06,0
THA,CSP,7221,85.4,0,0.06,0
THA,Nuclear,6041,121.64,2.37,0.06,0
THA,Biomass,4097,125.72,4.83,0.06,0
TJK,Coal,3676,40.58,4.5,0.06,3.21E-06
TJK,Gas,958,12.2,1.87,0.06,1.94E-06
TJK,Oil,1810,35.16,5.69,0.06,1.24E-05
TJK,Solar,1313,15.25,0,0.06,0
TJK,Wind,1265,26.34,0,0.06,0
TJK,Waste,1563,20.1,6.2,0.06,0
TJK,Hydro,5316,29.86,0,0.06,0
TJK,Geothermal,2521,128.544,1.16,0.06,0
TJK,CSP,7221,85.4,0,0.06,0
TJK,Nuclear,6041,121.64,2.37,0.06,0
TJK,Biomass,4097,125.72,4.83,0.06,0
TKM,Coal,3676,40.58,4.5,0.06,3.21E-06
TKM,Gas,958,12.2,1.87,0.06,1.94E-06
TKM,Oil,1810,35.16,5.69,0.06,1.24E-05
TKM,Solar,1313,15.25,0,0.06,0
TKM,Wind,1265,26.34,0,0.06,0
TKM,Waste,1563,20.1,6.2,0.06,0
TKM,Hydro,5316,29.86,0,0.06,0
TKM,Geothermal,2521,128.544,1.16,0.06,0
TKM,CSP,7221,85.4,0,0.06,0
TKM,Nuclear,6041,121.64,2.37,0.06,0
TKM,Biomass,4097,125.72,4.83,0.06,0
TTO,Coal,3676,40.58,4.5,0.06,3.21E-06
TTO,Gas,958,12.2,1.87,0.06,1.94E-06
TTO,Oil,1810,35.16,5.69,0.06,1.24E-05
TTO,Solar,1313,15.25,0,0.06,0
TTO,Wind,1265,26.34,0,0.06,0
TTO,Waste,1563,20.1,6.2,0.06,0
TTO,Hydro,5316,29.86,0,0.06,0
TTO,Geothermal,2521,128.544,1.16,0.06,0
TTO,CSP,7221,85.4,0,0.06,0
TTO,Nuclear,6041,121.64,2.37,0.06,0
TTO,Biomass,4097,125.72,4.83,0.06,0
TUN,Coal,3676,40.58,4.5,0.06,3.21E-06
TUN,Gas,958,12.2,1.87,0.06,1.94E-06
TUN,Oil,1810,35.16,5.69,0.06,1.24E-05
TUN,Solar,1313,15.25,0,0.06,0
TUN,Wind,1265,26.34,0,0.06,0
TUN,Waste,1563,20.1,6.2,0.06,0
TUN,Hydro,5316,29.86,0,0.06,0
TUN,Geothermal,2521,128.544,1.16,0.06,0
TUN,CSP,7221,85.4,0,0.06,0
TUN,Nuclear,6041,121.64,2.37,0.06,0
TUN,Biomass,4097,125.72,4.83,0.06,0
TUR,Coal,3676,40.58,4.5,0.06,3.21E-06
TUR,Gas,958,12.2,1.87,0.06,1.94E-06
TUR,Oil,1810,35.16,5.69,0.06,1.24E-05
TUR,Solar,1313,15.25,0,0.06,0
TUR,Wind,1265,26.34,0,0.06,0
TUR,Waste,1563,20.1,6.2,0.06,0
TUR,Hydro,5316,29.86,0,0.06,0
TUR,Geothermal,2521,128.544,1.16,0.06,0
TUR,CSP,7221,85.4,0,0.06,0
TUR,Nuclear,6041,121.64,2.37,0.06,0
TUR,Biomass,4097,125.72,4.83,0.06,0
TWN,Coal,3676,40.58,4.5,0.06,3.21E-06
TWN,Gas,958,12.2,1.87,0.06,1.94E-06
TWN,Oil,1810,35.16,5.69,0.06,1.24E-05
TWN,Solar,1313,15.25,0,0.06,0
TWN,Wind,1265,26.34,0,0.06,0
TWN,Waste,1563,20.1,6.2,0.06,0
TWN,Hydro,5316,29.86,0,0.06,0
TWN,Geothermal,2521,128.544,1.16,0.06,0
TWN,CSP,7221,85.4,0,0.06,0
TWN,Nuclear,6041,121.64,2.37,0.06,0
TWN,Biomass,4097,125.72,4.83,0.06,0
TZA,Coal,3676,40.58,4.5,0.06,3.21E-06
TZA,Gas,958,12.2,1.87,0.06,1.94E-06
TZA,Oil,1810,35.16,5.69,0.06,1.24E-05
TZA,Solar,1313,15.25,0,0.06,0
TZA,Wind,1265,26.34,0,0.06,0
TZA,Waste,1563,20.1,6.2,0.06,0
TZA,Hydro,5316,29.86,0,0.06,0
TZA,Geothermal,2521,128.544,1.16,0.06,0
TZA,CSP,7221,85.4,0,0.06,0
TZA,Nuclear,6041,121.64,2.37,0.06,0
TZA,Biomass,4097,125.72,4.83,0.06,0
UGA,Coal,3676,40.58,4.5,0.06,3.21E-06
UGA,Gas,958,12.2,1.87,0.06,1.94E-06
UGA,Oil,1810,35.16,5.69,0.06,1.24E-05
UGA,Solar,1313,15.25,0,0.06,0
UGA,Wind,1265,26.34,0,0.06,0
UGA,Waste,1563,20.1,6.2,0.06,0
UGA,Hydro,5316,29.86,0,0.06,0
UGA,Geothermal,2521,128.544,1.16,0.06,0
UGA,CSP,7221,85.4,0,0.06,0
UGA,Nuclear,6041,121.64,2.37,0.06,0
UGA,Biomass,4097,125.72,4.83,0.06,0
UKR,Coal,3676,40.58,4.5,0.06,3.21E-06
UKR,Gas,958,12.2,1.87,0.06,1.94E-06
UKR,Oil,1810,35.16,5.69,0.06,1.24E-05
UKR,Solar,1313,15.25,0,0.06,0
UKR,Wind,1265,26.34,0,0.06,0
UKR,Waste,1563,20.1,6.2,0.06,0
UKR,Hydro,5316,29.86,0,0.06,0
UKR,Geothermal,2521,128.544,1.16,0.06,0
UKR,CSP,7221,85.4,0,0.06,0
UKR,Nuclear,6041,121.64,2.37,0.06,0
UKR,Biomass,4097,125.72,4.83,0.06,0
URY,Coal,3676,40.58,4.5,0.06,3.21E-06
URY,Gas,958,12.2,1.87,0.06,1.94E-06
URY,Oil,1810,35.16,5.69,0.06,1.24E-05
URY,Solar,1313,15.25,0,0.06,0
URY,Wind,1265,26.34,0,0.06,0
URY,Waste,1563,20.1,6.2,0.06,0
URY,Hydro,5316,29.86,0,0.06,0
URY,Geothermal,2521,128.544,1.16,0.06,0
URY,CSP,7221,85.4,0,0.06,0
URY,Nuclear,6041,121.64,2.37,0.06,0
URY,Biomass,4097,125.72,4.83,0.06,0
USA,Coal,3676,40.58,4.5,0.06,3.21E-06
USA,Gas,958,12.2,1.87,0.06,1.94E-06
USA,Oil,1810,35.16,5.69,0.06,1.24E-05
USA,Solar,1313,15.25,0,0.06,0
USA,Wind,1265,26.34,0,0.06,0
USA,Waste,1563,20.1,6.2,0.06,0
USA,Hydro,5316,29.86,0,0.06,0
USA,Geothermal,2521,128.544,1.16,0.06,0
USA,CSP,7221,85.4,0,0.06,0
USA,Nuclear,6041,121.64,2.37,0.06,0
USA,Biomass,4097,125.72,4.83,0.06,0
UZB,Coal,3676,40.58,4.5,0.06,3.21E-06
UZB,Gas,958,12.2,1.87,0.06,1.94E-06
UZB,Oil,1810,35.16,5.69,0.06,1.24E-05
UZB,Solar,1313,15.25,0,0.06,0
UZB,Wind,1265,26.34,0,0.06,0
UZB,Waste,1563,20.1,6.2,0.06,0
UZB,Hydro,5316,29.86,0,0.06,0
UZB,Geothermal,2521,128.544,1.16,0.06,0
UZB,CSP,7221,85.4,0,0.06,0
UZB,Nuclear,6041,121.64,2.37,0.06,0
UZB,Biomass,4097,125.72,4.83,0.06,0
VEN,Coal,3676,40.58,4.5,0.06,3.21E-06
VEN,Gas,958,12.2,1.87,0.06,1.94E-06
VEN,Oil,1810,35.16,5.69,0.06,1.24E-05
VEN,Solar,1313,15.25,0,0.06,0
VEN,Wind,1265,26.34,0,0.06,0
VEN,Waste,1563,20.1,6.2,0.06,0
VEN,Hydro,5316,29.86,0,0.06,0
VEN,Geothermal,2521,128.544,1.16,0.06,0
VEN,CSP,7221,85.4,0,0.06,0
VEN,Nuclear,6041,121.64,2.37,0.06,0
VEN,Biomass,4097,125.72,4.83,0.06,0
VNM,Coal,3676,40.58,4.5,0.06,3.21E-06
VNM,Gas,958,12.2,1.87,0.06,1.94E-06
VNM,Oil,1810,35.16,5.69,0.06,1.24E-05
VNM,Solar,1313,15.25,0,0.06,0
VNM,Wind,1265,26.34,0,0.06,0
VNM,Waste,1563,20.1,6.2,0.06,0
VNM,Hydro,5316,29.86,0,0.06,0
VNM,Geothermal,2521,128.544,1.16,0.06,0
VNM,CSP,7221,85.4,0,0.06,0
VNM,Nuclear,6041,121.64,2.37,0.06,0
VNM,Biomass,4097,125.72,4.83,0.06,0
YEM,Coal,3676,40.58,4.5,0.06,3.21E-06
YEM,Gas,958,12.2,1.87,0.06,1.94E-06
YEM,Oil,1810,35.16,5.69,0.06,1.24E-05
YEM,Solar,1313,15.25,0,0.06,0
YEM,Wind,1265,26.34,0,0.06,0
YEM,Waste,1563,20.1,6.2,0.06,0
YEM,Hydro,5316,29.86,0,0.06,0
YEM,Geothermal,2521,128.544,1.16,0.06,0
YEM,CSP,7221,85.4,0,0.06,0
YEM,Nuclear,6041,121.64,2.37,0.06,0
YEM,Biomass,4097,125.72,4.83,0.06,0
ZAF,Coal,3676,40.58,4.5,0.06,3.21E-06
ZAF,Gas,958,12.2,1.87,0.06,1.94E-06
ZAF,Oil,1810,35.16,5.69,0.06,1.24E-05
ZAF,Solar,1313,15.25,0,0.06,0
ZAF,Wind,1265,26.34,0,0.06,0
ZAF,Waste,1563,20.1,6.2,0.06,0
ZAF,Hydro,5316,29.86,0,0.06,0
ZAF,Geothermal,2521,128.544,1.16,0.06,0
ZAF,CSP,7221,85.4,0,0.06,0
ZAF,Nuclear,6041,121.64,2.37,0.06,0
ZAF,Biomass,4097,125.72,4.83,0.06,0
ZMB,Coal,3676,40.58,4.5,0.06,3.21E-06
ZMB,Gas,958,12.2,1.87,0.06,1.94E-06
ZMB,Oil,1810,35.16,5.69,0.06,1.24E-05
ZMB,Solar,1313,15.25,0,0.06,0
ZMB,Wind,1265,26.34,0,0.06,0
ZMB,Waste,1563,20.1,6.2,0.06,0
ZMB,Hydro,5316,29.86,0,0.06,0
ZMB,Geothermal,2521,128.544,1.16,0.06,0
ZMB,CSP,7221,85.4,0,0.06,0
ZMB,Nuclear,6041,121.64,2.37,0.06,0
ZMB,Biomass,4097,125.72,4.83,0.06,0
ZWE,Coal,3676,40.58,4.5,0.06,3.21E-06
ZWE,Gas,958,12.2,1.87,0.06,1.94E-06
ZWE,Oil,1810,35.16,5.69,0.06,1.24E-05
ZWE,Solar,1313,15.25,0,0.06,0
ZWE,Wind,1265,26.34,0,0.06,0
ZWE,Waste,1563,20.1,6.2,0.06,0
ZWE,Hydro,5316,29.86,0,0.06,0
ZWE,Geothermal,2521,128.544,1.16,0.06,0
ZWE,CSP,7221,85.4,0,0.06,0
ZWE,Nuclear,6041,121.64,2.37,0.06,0
ZWE,Biomass,4097,125.72,4.83,0.06,0
